code,parent_code,parent_name,top_letter,top_name,descriptor_bare,descriptor_prefixed
E02,E0,,E,Macroeconomics and Monetary Economics,Institutions and the Macroeconomy,Institutions and the Macroeconomy
E10,E1,General Aggregative Models,E,Macroeconomics and Monetary Economics,General,General Aggregative Models: General
E11,E1,General Aggregative Models,E,Macroeconomics and Monetary Economics,Marxian; Sraffian; Kaleckian,General Aggregative Models: Marxian; Sraffian; Kaleckian
E12,E1,General Aggregative Models,E,Macroeconomics and Monetary Economics,Keynes; Keynesian; Post-Keynesian; Modern Monetary Theory,General Aggregative Models: Keynes; Keynesian; Post-Keynesian; Modern Monetary Theory
E13,E1,General Aggregative Models,E,Macroeconomics and Monetary Economics,Neoclassical,General Aggregative Models: Neoclassical
E14,E1,General Aggregative Models,E,Macroeconomics and Monetary Economics,Austrian; Evolutionary; Institutional,General Aggregative Models: Austrian; Evolutionary; Institutional
E16,E1,General Aggregative Models,E,Macroeconomics and Monetary Economics,Social Accounting Matrix,General Aggregative Models: Social Accounting Matrix
E17,E1,General Aggregative Models,E,Macroeconomics and Monetary Economics,Forecasting and Simulation: Models and Applications,General Aggregative Models: Forecasting and Simulation: Models and Applications
E19,E1,General Aggregative Models,E,Macroeconomics and Monetary Economics,Other,General Aggregative Models: Other
E20,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,General,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: General"
E21,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,Consumption; Saving; Wealth,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: Consumption; Saving; Wealth"
E22,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,Investment; Capital; Intangible Capital; Capacity,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: Investment; Capital; Intangible Capital; Capacity"
E23,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,Production,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: Production"
E24,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity"
E25,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,Aggregate Factor Income Distribution,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: Aggregate Factor Income Distribution"
E26,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,Informal Economy; Underground Economy,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: Informal Economy; Underground Economy"
E27,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,Forecasting and Simulation: Models and Applications,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: Forecasting and Simulation: Models and Applications"
E29,E2,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy",E,Macroeconomics and Monetary Economics,Other,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: Other"
E30,E3,"Prices, Business Fluctuations, and Cycles",E,Macroeconomics and Monetary Economics,General,"Prices, Business Fluctuations, and Cycles: General"
E31,E3,"Prices, Business Fluctuations, and Cycles",E,Macroeconomics and Monetary Economics,Price Level; Inflation; Deflation,"Prices, Business Fluctuations, and Cycles: Price Level; Inflation; Deflation"
E32,E3,"Prices, Business Fluctuations, and Cycles",E,Macroeconomics and Monetary Economics,Business Fluctuations; Cycles,"Prices, Business Fluctuations, and Cycles: Business Fluctuations; Cycles"
E37,E3,"Prices, Business Fluctuations, and Cycles",E,Macroeconomics and Monetary Economics,Forecasting and Simulation: Models and Applications,"Prices, Business Fluctuations, and Cycles: Forecasting and Simulation: Models and Applications"
E39,E3,"Prices, Business Fluctuations, and Cycles",E,Macroeconomics and Monetary Economics,Other,"Prices, Business Fluctuations, and Cycles: Other"
E40,E4,Money and Interest Rates,E,Macroeconomics and Monetary Economics,General,Money and Interest Rates: General
E41,E4,Money and Interest Rates,E,Macroeconomics and Monetary Economics,Demand for Money,Money and Interest Rates: Demand for Money
E42,E4,Money and Interest Rates,E,Macroeconomics and Monetary Economics,Monetary Systems; Standards; Regimes; Government and the Monetary System; Payment Systems,Money and Interest Rates: Monetary Systems; Standards; Regimes; Government and the Monetary System; Payment Systems
E43,E4,Money and Interest Rates,E,Macroeconomics and Monetary Economics,"Interest Rates: Determination, Term Structure, and Effects","Money and Interest Rates: Interest Rates: Determination, Term Structure, and Effects"
E44,E4,Money and Interest Rates,E,Macroeconomics and Monetary Economics,Financial Markets and the Macroeconomy,Money and Interest Rates: Financial Markets and the Macroeconomy
E47,E4,Money and Interest Rates,E,Macroeconomics and Monetary Economics,Forecasting and Simulation: Models and Applications,Money and Interest Rates: Forecasting and Simulation: Models and Applications
E49,E4,Money and Interest Rates,E,Macroeconomics and Monetary Economics,Other,Money and Interest Rates: Other
E50,E5,"Monetary Policy, Central Banking, and the Supply of Money and Credit",E,Macroeconomics and Monetary Economics,General,"Monetary Policy, Central Banking, and the Supply of Money and Credit: General"
E51,E5,"Monetary Policy, Central Banking, and the Supply of Money and Credit",E,Macroeconomics and Monetary Economics,Money Supply; Credit; Money Multipliers,"Monetary Policy, Central Banking, and the Supply of Money and Credit: Money Supply; Credit; Money Multipliers"
E52,E5,"Monetary Policy, Central Banking, and the Supply of Money and Credit",E,Macroeconomics and Monetary Economics,Monetary Policy,"Monetary Policy, Central Banking, and the Supply of Money and Credit: Monetary Policy"
E58,E5,"Monetary Policy, Central Banking, and the Supply of Money and Credit",E,Macroeconomics and Monetary Economics,Central Banks and Their Policies,"Monetary Policy, Central Banking, and the Supply of Money and Credit: Central Banks and Their Policies"
E59,E5,"Monetary Policy, Central Banking, and the Supply of Money and Credit",E,Macroeconomics and Monetary Economics,Other,"Monetary Policy, Central Banking, and the Supply of Money and Credit: Other"
E60,E6,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",E,Macroeconomics and Monetary Economics,General,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: General"
E61,E6,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",E,Macroeconomics and Monetary Economics,Policy Objectives; Policy Designs and Consistency; Policy Coordination,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: Policy Objectives; Policy Designs and Consistency; Policy Coordination"
E62,E6,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",E,Macroeconomics and Monetary Economics,Fiscal Policy; Modern Monetary Theory,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: Fiscal Policy; Modern Monetary Theory"
E63,E6,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",E,Macroeconomics and Monetary Economics,Comparative or Joint Analysis of Fiscal and Monetary Policy; Stabilization; Treasury Policy,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: Comparative or Joint Analysis of Fiscal and Monetary Policy; Stabilization; Treasury Policy"
E64,E6,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",E,Macroeconomics and Monetary Economics,Incomes Policy; Price Policy,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: Incomes Policy; Price Policy"
E65,E6,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",E,Macroeconomics and Monetary Economics,Studies of Particular Policy Episodes,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: Studies of Particular Policy Episodes"
E66,E6,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",E,Macroeconomics and Monetary Economics,General Outlook and Conditions,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: General Outlook and Conditions"
E69,E6,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook",E,Macroeconomics and Monetary Economics,Other,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: Other"
E70,E7,Macro-Based Behavioral Economics,E,Macroeconomics and Monetary Economics,General,Macro-Based Behavioral Economics: General
E71,E7,Macro-Based Behavioral Economics,E,Macroeconomics and Monetary Economics,"Role and Effects of Psychological, Emotional, Social, and Cognitive Factors on the Macro Economy","Macro-Based Behavioral Economics: Role and Effects of Psychological, Emotional, Social, and Cognitive Factors on the Macro Economy"
F00,F0,,F,International Economics,General,General
F01,F0,,F,International Economics,Global Outlook,Global Outlook
F02,F0,,F,International Economics,International Economic Order and Integration,International Economic Order and Integration
F10,F1,Trade,F,International Economics,General,Trade: General
F11,F1,Trade,F,International Economics,Neoclassical Models of Trade,Trade: Neoclassical Models of Trade
F12,F1,Trade,F,International Economics,Models of Trade with Imperfect Competition and Scale Economies; Fragmentation,Trade: Models of Trade with Imperfect Competition and Scale Economies; Fragmentation
F13,F1,Trade,F,International Economics,Trade Policy; International Trade Organizations,Trade: Trade Policy; International Trade Organizations
F14,F1,Trade,F,International Economics,Empirical Studies of Trade,Trade: Empirical Studies of Trade
F15,F1,Trade,F,International Economics,Economic Integration,Trade: Economic Integration
F16,F1,Trade,F,International Economics,Trade and Labor Market Interactions,Trade: Trade and Labor Market Interactions
F17,F1,Trade,F,International Economics,Trade Forecasting and Simulation,Trade: Trade Forecasting and Simulation
F18,F1,Trade,F,International Economics,Trade and Environment,Trade: Trade and Environment
F19,F1,Trade,F,International Economics,Other,Trade: Other
F20,F2,International Factor Movements and International Business,F,International Economics,General,International Factor Movements and International Business: General
F21,F2,International Factor Movements and International Business,F,International Economics,International Investment; Long-Term Capital Movements,International Factor Movements and International Business: International Investment; Long-Term Capital Movements
F22,F2,International Factor Movements and International Business,F,International Economics,International Migration,International Factor Movements and International Business: International Migration
F23,F2,International Factor Movements and International Business,F,International Economics,Multinational Firms; International Business,International Factor Movements and International Business: Multinational Firms; International Business
F24,F2,International Factor Movements and International Business,F,International Economics,Remittances,International Factor Movements and International Business: Remittances
F29,F2,International Factor Movements and International Business,F,International Economics,Other,International Factor Movements and International Business: Other
F30,F3,International Finance,F,International Economics,General,International Finance: General
F31,F3,International Finance,F,International Economics,Foreign Exchange,International Finance: Foreign Exchange
F32,F3,International Finance,F,International Economics,Current Account Adjustment; Short-Term Capital Movements,International Finance: Current Account Adjustment; Short-Term Capital Movements
F33,F3,International Finance,F,International Economics,International Monetary Arrangements and Institutions,International Finance: International Monetary Arrangements and Institutions
F34,F3,International Finance,F,International Economics,International Lending and Debt Problems,International Finance: International Lending and Debt Problems
F35,F3,International Finance,F,International Economics,Foreign Aid,International Finance: Foreign Aid
F36,F3,International Finance,F,International Economics,Financial Aspects of Economic Integration,International Finance: Financial Aspects of Economic Integration
F37,F3,International Finance,F,International Economics,International Finance Forecasting and Simulation: Models and Applications,International Finance: International Finance Forecasting and Simulation: Models and Applications
F38,F3,International Finance,F,International Economics,International Financial Policy: Financial Transactions Tax; Capital Controls,International Finance: International Financial Policy: Financial Transactions Tax; Capital Controls
F39,F3,International Finance,F,International Economics,Other,International Finance: Other
F40,F4,Macroeconomic Aspects of International Trade and Finance,F,International Economics,General,Macroeconomic Aspects of International Trade and Finance: General
F41,F4,Macroeconomic Aspects of International Trade and Finance,F,International Economics,Open Economy Macroeconomics,Macroeconomic Aspects of International Trade and Finance: Open Economy Macroeconomics
F42,F4,Macroeconomic Aspects of International Trade and Finance,F,International Economics,International Policy Coordination and Transmission,Macroeconomic Aspects of International Trade and Finance: International Policy Coordination and Transmission
F43,F4,Macroeconomic Aspects of International Trade and Finance,F,International Economics,Economic Growth of Open Economies,Macroeconomic Aspects of International Trade and Finance: Economic Growth of Open Economies
F44,F4,Macroeconomic Aspects of International Trade and Finance,F,International Economics,International Business Cycles,Macroeconomic Aspects of International Trade and Finance: International Business Cycles
F45,F4,Macroeconomic Aspects of International Trade and Finance,F,International Economics,Macroeconomic Issues of Monetary Unions,Macroeconomic Aspects of International Trade and Finance: Macroeconomic Issues of Monetary Unions
F47,F4,Macroeconomic Aspects of International Trade and Finance,F,International Economics,Forecasting and Simulation: Models and Applications,Macroeconomic Aspects of International Trade and Finance: Forecasting and Simulation: Models and Applications
F49,F4,Macroeconomic Aspects of International Trade and Finance,F,International Economics,Other,Macroeconomic Aspects of International Trade and Finance: Other
F50,F5,"International Relations, National Security, and International Political Economy",F,International Economics,General,"International Relations, National Security, and International Political Economy: General"
F51,F5,"International Relations, National Security, and International Political Economy",F,International Economics,International Conflicts; Negotiations; Sanctions,"International Relations, National Security, and International Political Economy: International Conflicts; Negotiations; Sanctions"
F52,F5,"International Relations, National Security, and International Political Economy",F,International Economics,National Security; Economic Nationalism,"International Relations, National Security, and International Political Economy: National Security; Economic Nationalism"
F53,F5,"International Relations, National Security, and International Political Economy",F,International Economics,International Agreements and Observance; International Organizations,"International Relations, National Security, and International Political Economy: International Agreements and Observance; International Organizations"
F54,F5,"International Relations, National Security, and International Political Economy",F,International Economics,Colonialism; Imperialism; Postcolonialism,"International Relations, National Security, and International Political Economy: Colonialism; Imperialism; Postcolonialism"
F55,F5,"International Relations, National Security, and International Political Economy",F,International Economics,International Institutional Arrangements,"International Relations, National Security, and International Political Economy: International Institutional Arrangements"
F59,F5,"International Relations, National Security, and International Political Economy",F,International Economics,Other,"International Relations, National Security, and International Political Economy: Other"
F60,F6,Economic Impacts of Globalization,F,International Economics,General,Economic Impacts of Globalization: General
F61,F6,Economic Impacts of Globalization,F,International Economics,Microeconomic Impacts,Economic Impacts of Globalization: Microeconomic Impacts
F62,F6,Economic Impacts of Globalization,F,International Economics,Macroeconomic Impacts,Economic Impacts of Globalization: Macroeconomic Impacts
F63,F6,Economic Impacts of Globalization,F,International Economics,Economic Development,Economic Impacts of Globalization: Economic Development
F64,F6,Economic Impacts of Globalization,F,International Economics,Environment,Economic Impacts of Globalization: Environment
F65,F6,Economic Impacts of Globalization,F,International Economics,Finance,Economic Impacts of Globalization: Finance
F66,F6,Economic Impacts of Globalization,F,International Economics,Labor,Economic Impacts of Globalization: Labor
F68,F6,Economic Impacts of Globalization,F,International Economics,Policy,Economic Impacts of Globalization: Policy
F69,F6,Economic Impacts of Globalization,F,International Economics,Other,Economic Impacts of Globalization: Other
G00,G0,,G,Financial Economics,General,General
G01,G0,,G,Financial Economics,Financial Crises,Financial Crises
G10,G1,General Financial Markets,G,Financial Economics,General,General Financial Markets: General
G11,G1,General Financial Markets,G,Financial Economics,Portfolio Choice; Investment Decisions,General Financial Markets: Portfolio Choice; Investment Decisions
G12,G1,General Financial Markets,G,Financial Economics,Asset Pricing; Trading Volume; Bond Interest Rates,General Financial Markets: Asset Pricing; Trading Volume; Bond Interest Rates
G13,G1,General Financial Markets,G,Financial Economics,Contingent Pricing; Futures Pricing,General Financial Markets: Contingent Pricing; Futures Pricing
G14,G1,General Financial Markets,G,Financial Economics,Information and Market Efficiency; Event Studies; Insider Trading,General Financial Markets: Information and Market Efficiency; Event Studies; Insider Trading
G15,G1,General Financial Markets,G,Financial Economics,International Financial Markets,General Financial Markets: International Financial Markets
G17,G1,General Financial Markets,G,Financial Economics,Financial Forecasting and Simulation,General Financial Markets: Financial Forecasting and Simulation
G18,G1,General Financial Markets,G,Financial Economics,Government Policy and Regulation,General Financial Markets: Government Policy and Regulation
G19,G1,General Financial Markets,G,Financial Economics,Other,General Financial Markets: Other
G20,G2,Financial Institutions and Services,G,Financial Economics,General,Financial Institutions and Services: General
G21,G2,Financial Institutions and Services,G,Financial Economics,Banks; Depository Institutions; Micro Finance Institutions; Mortgages,Financial Institutions and Services: Banks; Depository Institutions; Micro Finance Institutions; Mortgages
G22,G2,Financial Institutions and Services,G,Financial Economics,Insurance; Insurance Companies; Actuarial Studies,Financial Institutions and Services: Insurance; Insurance Companies; Actuarial Studies
G23,G2,Financial Institutions and Services,G,Financial Economics,Non-bank Financial Institutions; Financial Instruments; Institutional Investors,Financial Institutions and Services: Non-bank Financial Institutions; Financial Instruments; Institutional Investors
G24,G2,Financial Institutions and Services,G,Financial Economics,Investment Banking; Venture Capital; Brokerage; Ratings and Ratings Agencies,Financial Institutions and Services: Investment Banking; Venture Capital; Brokerage; Ratings and Ratings Agencies
G28,G2,Financial Institutions and Services,G,Financial Economics,Government Policy and Regulation,Financial Institutions and Services: Government Policy and Regulation
G29,G2,Financial Institutions and Services,G,Financial Economics,Other,Financial Institutions and Services: Other
G30,G3,Corporate Finance and Governance,G,Financial Economics,General,Corporate Finance and Governance: General
G31,G3,Corporate Finance and Governance,G,Financial Economics,Capital Budgeting; Fixed Investment and Inventory Studies; Capacity,Corporate Finance and Governance: Capital Budgeting; Fixed Investment and Inventory Studies; Capacity
G32,G3,Corporate Finance and Governance,G,Financial Economics,Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill,Corporate Finance and Governance: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill
G33,G3,Corporate Finance and Governance,G,Financial Economics,Bankruptcy; Liquidation,Corporate Finance and Governance: Bankruptcy; Liquidation
G34,G3,Corporate Finance and Governance,G,Financial Economics,Mergers; Acquisitions; Restructuring; Corporate Governance,Corporate Finance and Governance: Mergers; Acquisitions; Restructuring; Corporate Governance
G35,G3,Corporate Finance and Governance,G,Financial Economics,Payout Policy,Corporate Finance and Governance: Payout Policy
G38,G3,Corporate Finance and Governance,G,Financial Economics,Government Policy and Regulation,Corporate Finance and Governance: Government Policy and Regulation
G39,G3,Corporate Finance and Governance,G,Financial Economics,Other,Corporate Finance and Governance: Other
G40,G4,Behavioral Finance,G,Financial Economics,General,Behavioral Finance: General
G41,G4,Behavioral Finance,G,Financial Economics,"Role and Effects of Psychological, Emotional, Social, and Cognitive Factors on Decision Making in Financial Markets","Behavioral Finance: Role and Effects of Psychological, Emotional, Social, and Cognitive Factors on Decision Making in Financial Markets"
G50,G5,Household Finance,G,Financial Economics,General,Household Finance: General
G51,G5,Household Finance,G,Financial Economics,"Household Saving, Borrowing, Debt, and Wealth","Household Finance: Household Saving, Borrowing, Debt, and Wealth"
G52,G5,Household Finance,G,Financial Economics,Insurance,Household Finance: Insurance
G53,G5,Household Finance,G,Financial Economics,Financial Literacy,Household Finance: Financial Literacy
G59,G5,Household Finance,G,Financial Economics,Other,Household Finance: Other
H00,H0,,H,Public Economics,General,General
H10,H1,Structure and Scope of Government,H,Public Economics,General,Structure and Scope of Government: General
H11,H1,Structure and Scope of Government,H,Public Economics,"Structure, Scope, and Performance of Government","Structure and Scope of Government: Structure, Scope, and Performance of Government"
H12,H1,Structure and Scope of Government,H,Public Economics,Crisis Management,Structure and Scope of Government: Crisis Management
H13,H1,Structure and Scope of Government,H,Public Economics,Economics of Eminent Domain; Expropriation; Nationalization,Structure and Scope of Government: Economics of Eminent Domain; Expropriation; Nationalization
H19,H1,Structure and Scope of Government,H,Public Economics,Other,Structure and Scope of Government: Other
H20,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,General,"Taxation, Subsidies, and Revenue: General"
H21,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,Efficiency; Optimal Taxation,"Taxation, Subsidies, and Revenue: Efficiency; Optimal Taxation"
H22,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,Incidence,"Taxation, Subsidies, and Revenue: Incidence"
H23,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,Externalities; Redistributive Effects; Environmental Taxes and Subsidies,"Taxation, Subsidies, and Revenue: Externalities; Redistributive Effects; Environmental Taxes and Subsidies"
H24,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,Personal Income and Other Nonbusiness Taxes and Subsidies,"Taxation, Subsidies, and Revenue: Personal Income and Other Nonbusiness Taxes and Subsidies"
H25,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,Business Taxes and Subsidies,"Taxation, Subsidies, and Revenue: Business Taxes and Subsidies"
H26,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,Tax Evasion and Avoidance,"Taxation, Subsidies, and Revenue: Tax Evasion and Avoidance"
H27,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,Other Sources of Revenue,"Taxation, Subsidies, and Revenue: Other Sources of Revenue"
H29,H2,"Taxation, Subsidies, and Revenue",H,Public Economics,Other,"Taxation, Subsidies, and Revenue: Other"
H30,H3,Fiscal Policies and Behavior of Economic Agents,H,Public Economics,General,Fiscal Policies and Behavior of Economic Agents: General
H31,H3,Fiscal Policies and Behavior of Economic Agents,H,Public Economics,Household,Fiscal Policies and Behavior of Economic Agents: Household
H32,H3,Fiscal Policies and Behavior of Economic Agents,H,Public Economics,Firm,Fiscal Policies and Behavior of Economic Agents: Firm
H39,H3,Fiscal Policies and Behavior of Economic Agents,H,Public Economics,Other,Fiscal Policies and Behavior of Economic Agents: Other
H40,H4,Publicly Provided Goods,H,Public Economics,General,Publicly Provided Goods: General
H41,H4,Publicly Provided Goods,H,Public Economics,Public Goods,Publicly Provided Goods: Public Goods
H42,H4,Publicly Provided Goods,H,Public Economics,Publicly Provided Private Goods,Publicly Provided Goods: Publicly Provided Private Goods
H43,H4,Publicly Provided Goods,H,Public Economics,Project Evaluation; Social Discount Rate,Publicly Provided Goods: Project Evaluation; Social Discount Rate
H44,H4,Publicly Provided Goods,H,Public Economics,Publicly Provided Goods: Mixed Markets,Publicly Provided Goods: Publicly Provided Goods: Mixed Markets
H49,H4,Publicly Provided Goods,H,Public Economics,Other,Publicly Provided Goods: Other
H50,H5,National Government Expenditures and Related Policies,H,Public Economics,General,National Government Expenditures and Related Policies: General
H51,H5,National Government Expenditures and Related Policies,H,Public Economics,Government Expenditures and Health,National Government Expenditures and Related Policies: Government Expenditures and Health
H52,H5,National Government Expenditures and Related Policies,H,Public Economics,Government Expenditures and Education,National Government Expenditures and Related Policies: Government Expenditures and Education
H53,H5,National Government Expenditures and Related Policies,H,Public Economics,Government Expenditures and Welfare Programs,National Government Expenditures and Related Policies: Government Expenditures and Welfare Programs
H54,H5,National Government Expenditures and Related Policies,H,Public Economics,Infrastructures; Other Public Investment and Capital Stock,National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock
H55,H5,National Government Expenditures and Related Policies,H,Public Economics,Social Security and Public Pensions,National Government Expenditures and Related Policies: Social Security and Public Pensions
H56,H5,National Government Expenditures and Related Policies,H,Public Economics,National Security and War,National Government Expenditures and Related Policies: National Security and War
H57,H5,National Government Expenditures and Related Policies,H,Public Economics,Procurement,National Government Expenditures and Related Policies: Procurement
H59,H5,National Government Expenditures and Related Policies,H,Public Economics,Other,National Government Expenditures and Related Policies: Other
H60,H6,"National Budget, Deficit, and Debt",H,Public Economics,General,"National Budget, Deficit, and Debt: General"
H61,H6,"National Budget, Deficit, and Debt",H,Public Economics,Budget; Budget Systems,"National Budget, Deficit, and Debt: Budget; Budget Systems"
H62,H6,"National Budget, Deficit, and Debt",H,Public Economics,Deficit; Surplus,"National Budget, Deficit, and Debt: Deficit; Surplus"
H63,H6,"National Budget, Deficit, and Debt",H,Public Economics,Debt; Debt Management; Sovereign Debt,"National Budget, Deficit, and Debt: Debt; Debt Management; Sovereign Debt"
H68,H6,"National Budget, Deficit, and Debt",H,Public Economics,"Forecasts of Budgets, Deficits, and Debt","National Budget, Deficit, and Debt: Forecasts of Budgets, Deficits, and Debt"
H69,H6,"National Budget, Deficit, and Debt",H,Public Economics,Other,"National Budget, Deficit, and Debt: Other"
H70,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,General,State and Local Government; Intergovernmental Relations: General
H71,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,"State and Local Taxation, Subsidies, and Revenue","State and Local Government; Intergovernmental Relations: State and Local Taxation, Subsidies, and Revenue"
H72,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,State and Local Budget and Expenditures,State and Local Government; Intergovernmental Relations: State and Local Budget and Expenditures
H73,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,Interjurisdictional Differentials and Their Effects,State and Local Government; Intergovernmental Relations: Interjurisdictional Differentials and Their Effects
H74,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,State and Local Borrowing,State and Local Government; Intergovernmental Relations: State and Local Borrowing
H75,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,State and Local Government: Health; Education; Welfare; Public Pensions,State and Local Government; Intergovernmental Relations: State and Local Government: Health; Education; Welfare; Public Pensions
H76,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,State and Local Government: Other Expenditure Categories,State and Local Government; Intergovernmental Relations: State and Local Government: Other Expenditure Categories
H77,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,Intergovernmental Relations; Federalism; Secession,State and Local Government; Intergovernmental Relations: Intergovernmental Relations; Federalism; Secession
H79,H7,State and Local Government; Intergovernmental Relations,H,Public Economics,Other,State and Local Government; Intergovernmental Relations: Other
H80,H8,Miscellaneous Issues,H,Public Economics,General,Miscellaneous Issues: General
H81,H8,Miscellaneous Issues,H,Public Economics,Governmental Loans; Loan Guarantees; Credits; Grants; Bailouts,Miscellaneous Issues: Governmental Loans; Loan Guarantees; Credits; Grants; Bailouts
H82,H8,Miscellaneous Issues,H,Public Economics,Governmental Property,Miscellaneous Issues: Governmental Property
H83,H8,Miscellaneous Issues,H,Public Economics,Public Administration; Public Sector Accounting and Audits,Miscellaneous Issues: Public Administration; Public Sector Accounting and Audits
H84,H8,Miscellaneous Issues,H,Public Economics,Disaster Aid,Miscellaneous Issues: Disaster Aid
H87,H8,Miscellaneous Issues,H,Public Economics,International Fiscal Issues; International Public Goods,Miscellaneous Issues: International Fiscal Issues; International Public Goods
H89,H8,Miscellaneous Issues,H,Public Economics,Other,Miscellaneous Issues: Other
I00,I0,,I,"Health, Education, and Welfare",General,General
I10,I1,Health,I,"Health, Education, and Welfare",General,Health: General
I11,I1,Health,I,"Health, Education, and Welfare",Analysis of Health Care Markets,Health: Analysis of Health Care Markets
I12,I1,Health,I,"Health, Education, and Welfare",Health Behavior,Health: Health Behavior
I13,I1,Health,I,"Health, Education, and Welfare","Health Insurance, Public and Private","Health: Health Insurance, Public and Private"
I14,I1,Health,I,"Health, Education, and Welfare",Health and Inequality,Health: Health and Inequality
I15,I1,Health,I,"Health, Education, and Welfare",Health and Economic Development,Health: Health and Economic Development
I18,I1,Health,I,"Health, Education, and Welfare",Government Policy; Regulation; Public Health,Health: Government Policy; Regulation; Public Health
I19,I1,Health,I,"Health, Education, and Welfare",Other,Health: Other
I20,I2,Education and Research Institutions,I,"Health, Education, and Welfare",General,Education and Research Institutions: General
I21,I2,Education and Research Institutions,I,"Health, Education, and Welfare",Analysis of Education,Education and Research Institutions: Analysis of Education
I22,I2,Education and Research Institutions,I,"Health, Education, and Welfare",Educational Finance; Financial Aid,Education and Research Institutions: Educational Finance; Financial Aid
I23,I2,Education and Research Institutions,I,"Health, Education, and Welfare",Higher Education; Research Institutions,Education and Research Institutions: Higher Education; Research Institutions
I24,I2,Education and Research Institutions,I,"Health, Education, and Welfare",Education and Inequality,Education and Research Institutions: Education and Inequality
I25,I2,Education and Research Institutions,I,"Health, Education, and Welfare",Education and Economic Development,Education and Research Institutions: Education and Economic Development
I26,I2,Education and Research Institutions,I,"Health, Education, and Welfare",Returns to Education,Education and Research Institutions: Returns to Education
I28,I2,Education and Research Institutions,I,"Health, Education, and Welfare",Government Policy,Education and Research Institutions: Government Policy
I29,I2,Education and Research Institutions,I,"Health, Education, and Welfare",Other,Education and Research Institutions: Other
